Date,Time,Finder Name,Contact No.,Animal Type,Species,Age,Alive/Dead,Beach,Area,Mile Marker,High Tide Dist.,Longitude,Latitude,Est. / Exact,Length,Width,Weight,Sex,Entangled?,Entangling Item,Injured?,Injury Desc.,Notes
22-10-09,00:00,,,Turtle,Green sea turtle,,ADVANCED DECOMPOSITION,"SAN DIEGO, SOUTH SAN DIEGO BAY, OFFSHORE SILVER STRAND STATE BEACH, NEAR SUNKEN BARGE",CALIFORNIA,,,,,,,,,,,,,,"Original Length on form was 71.1 CM.  VERY DECOMPOSED CARCASS WRAPPED IN 200 METERS OF DISCARDED GILLNET; NET WAS RETRIEVED; RESEARCH ANIMAL TAGGED IN 2008, PIT TAGS IN BOTH FRONT FLIPPERS; RECORDED LENGTH = CARAPACE CURVILINEAR LENGTH"
07-11-09,00:00,,,Turtle,Green sea turtle,,Moderate Decomposition,"SAN DIEGO, U.S. NAVAL STATION, AT 32ND STREET & CHOLLAS CREEK, NEXT TO DOCK",CALIFORNIA,,,,,,,,,,,,,,"Original Length on form was 93 CM (estimated).  PROPELLER- LIKE SLASH ON RIGHT SIDE OF CARAPACE EXTENDING TO PLASTRON; ANIMAL ORIGINALLY TAGGED BY SWFSC RESEARCHERS IN SAN DIEGO BAY IN 3/00; LEFT PIT TAG # = AVID029345342, RIGHT PIT TAG # = AVID029339523"
28-11-09,00:00,Jim Rice,,Turtle,Green Sea Turtle,,Live,,"Long Beach, WA",,,,,,,,,,,,,,Field #: HMSC09-11-29-Cm Transferred to OCA
28-11-09,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live,"Long Beach, WA",,0,0,0,0,no data,0,0,0,Unknown,no data,no data,no data,,Field #:  HMSC09-11-29-Cm Transferred to OCA Source: Jim Rice
10-12-09,00:00,,,Turtle,Green sea turtle,,ALIVE,"SAN DIEGO, MISSION BAY",CALIFORNIA,,,,,,,,,,,,,,HATCHLING SEIZED FROM PRIVATE CITIZEN; ANIMAL MAY HAVE BEEN PICKED UP IN MEXICO
17-12-09,00:00,,,Turtle,Green sea turtle,,ALIVE,"SAN ONOFRE, SAN ONOFRE NUCLEAR GENERATING STATION UNIT 2",CALIFORNIA,,,,,,,,,,,,,,Original Weight on form was 20 lbs. FREE-SWIMMING ANIMAL IN POWER PLANT INTAKE CHANNEL; ANIMAL CAPTURED & TRANSLOCATED TO SAN ONOFRE STATE BEACH; SILVER METAL TAG # Q-337 AFFIXED TO LEFT FRONT FLIPPER; SILVER METAL TAG # Q-336 AFFIXED TO RIGHT FRONT FLIPP
11-03-10,00:00,,,Turtle,Green sea turtle,,ADVANCED DECOMPOSITION,"PACIFICA, ROCKAWAY BEACH",CALIFORNIA,,,,,,,,,,,,,,Original Length on form was 80 CM.  TAIL FAIRLY SHORT
08-08-10,00:00,,,Turtle,Green sea turtle,,ALIVE,"AVILA BEACH, DIABLO CANYON POWER PLANT, 9 MI NW AVILA BEACH. 2-7 FOREBAY BAR RACK OF THE PLANT INTAKE STRUCTURE.",CALIFORNIA,,,,,,,,,,,,,,"Original Length on form was 20.875 IN.  Original Weight on form was 25 lbs. ANIMAL DISCOVERED IN POWER PLANT INTAKE CHANNEL; ANIMAL CAPTURED & TRANSLOCATED, RELEASED 2 MILES OFFSHORE ON AUG 9, 2010; SILVER METAL TAG #MC-24 AFFIXED TO RIGHT FRONT FLIPPER; "
24-09-10,00:00,,,Turtle,Green sea turtle,,ALIVE,"SAN ONOFRE, SAN ONOFRE NUCLEAR GENERATING STATION UNIT 3",CALIFORNIA,,,,,,,,,,,,,,Original Weight on form was 20 lbs. ANIMAL DISCOVERED IN POWER PLANT INTAKE CHANNEL; ANIMAL CAPTURED & TRANSLOCATED TO SAN ONOFRE STATE BEACH; SILVER METAL TAG #Q-341 FIXED TO LEFT FRONT FLIPPER; SILVER METAL TAG #Q-340 AFFIXED TO RIGHT FRONT
30-09-10,00:00,,,Turtle,Green sea turtle,,ALIVE,"SAN ONOFRE, SAN ONOFRE NUCLEAR GENERATING STATION UNIT 3",CALIFORNIA,,,,,,,,,,,,,,Original Weight on form was 20 lbs. ANIMAL DISCOVERED IN POWER PLANT INTAKE CHANNEL; ANIMAL CAPTURED & TRANSLOCATED TO SAN ONOFRE STATE BEACH; SILVER METAL TAG #Q-342 AFFIXED TO LEFT FRONT FLIPPER; SILVER METAL TAG #Q-343 AFFIXED TO RIGHT FRONT FLIPPER
18-10-10,00:00,,,Turtle,Green sea turtle,,Advanced Decomposition,San Diego Bay outside buoy security line of US Navy carrier yard,CALIFORNIA,,,,,,,,,,,,,,Original Length on form was 55.5 CM.  
18-11-10,00:00,,,Turtle,Green Sea Turtle,,Live/Dead,,"Long Beach, WA",,,,,,,,,,,,,,Died 11/22/2010
18-11-10,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live/Dead,"Long Beach, WA",,0,0,0,0,no data,0,0,0,Unknown,no data,no data,no data,,Died 11/22/2010
19-11-10,00:00,Jim Rice,,Turtle,Green Sea Turtle,,Alive,,"Seaview, WA",,,,,,,,,,,,,,Field #HMSC10-11-19-Cm
19-11-10,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live,"Seaview, WA",,0,0,0,0,no data,0,0,0,Unknown,no data,no data,no data,,Field # HMSC10-11-19-Cm Source: Jim Rice
25-01-11,00:00,,,Turtle,Green sea turtle,,ALIVE,"SAN DIEGO, SAN DIEGO BAY, SOUTH BAY",CALIFORNIA,,,,,,,,,,,,,,Original Weight on form was 253 lbs. CAUGHT IN A NOAA RESEARCH NET WAS VERY WEAK AND UNRESPONSIVE; LATER EXAMINATION SHOWS 4 SHOTGUN PELLETS IN TISSUE OF HIS CHIN/THROAT; NO BONES WERE HIT; THINK THAT SOMEONE SHOT HIM WHEN HIS HEAD WAS UP TAKING A BREATH.
01-08-11,00:00,,,Turtle,Green sea turtle,,Fresh Dead,Was pulled on to dock just north of Visitor center @ Mission Bay,CALIFORNIA,,,,,,,,,,,,,,Original Length on form was 38.1 CM.  
31-08-11,00:00,,,Turtle,Green sea turtle,,Alive,San Onofre Power Plant,CALIFORNIA,,,,,,,,,,,,,,Original Weight on form was 20 lbs.
01-03-12,00:00,,,Turtle,Green sea turtle,,Alive,San Diego Bay Power Plant outfall channel,CALIFORNIA,,,,,,,,,,,,,,
19-04-12,00:00,,,Turtle,Green sea turtle,,Alive,"Long Beach Marina, Dock ""V""
Removed from water by boaters and placed on dock w/ wet towels.
Animal control officer present",CALIFORNIA,,,,,,,,,,,,,,
20-04-12,00:00,,,Turtle,Green sea turtle,,Moderate Decomposition,"BAE Systems - near Pier 1, San Diego Bay
Close to USS Green Bay ship",CALIFORNIA,,,,,,,,,,,,,,
02-05-12,00:00,,,Turtle,Green sea turtle,,Fresh Dead,"Chula Vista
Outflow channel from South Bay Power Plant",CALIFORNIA,,,,,,,,,,,,,,
31-05-12,00:00,,,Turtle,Green sea turtle,,Advanced Decomposition,200 meters inland from Sweetwater Channel in San Diego Bay,CALIFORNIA,,,,,,,,,,,,,,
18-06-12,00:00,Jim Rice,,Turtle,Green Sea Turtle,,Live,,"Moolack Beach, OR",,,,,,,,,,,,,,"Field #: HMSC12-06-18-Cm Transferred to OCA, released by Sea World. Access to photo in a Google+ Album"
18-06-12,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Alive,,"Newport, OR",0,0,-124.063,44.701,no data,0,0,0,no data,no data,no data,no data,,
18-06-12,00:00,no data,no data,Turtle,green sea turtle,no data,Alive,Newport,,0,0,-124.062569,44.700781,no data,0,0,0,Male,no data,no data,no data,,
18-06-12,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live,"Moolack Beach, OR",,0,0,0,0,no data,0,0,0,Unknown,no data,no data,no data,,"Field #: HMSC12-06-18-Cm Transferred to OCA, released by Sea World. Access to photo in a Google+ Album. Source: Jim Rice"
08-09-12,00:00,,,Turtle,Green sea turtle,,ALIVE,"SAN ONOFRE, SAN ONOFRE NUCLEAR GENERATING STATION UNIT 3",CALIFORNIA,,,,,,,,,,,,,,Original Weight on form was 30 lbs. TURTLE SUCCESSFULLY RETURNED TO OCEAN FROM SAN ONOFRE BEACH.
16-09-12,00:00,,,Turtle,Green sea turtle,,ALIVE,"SAN ONOFRE, SAN ONOFRE NUCLEAR GENERATING STATION UNIT 3",CALIFORNIA,,,,,,,,,,,,,,Original Weight on form was 50 lbs. TURTLE SUCCESSFULLY RETURNED TO OCEAN FROM SAN ONOFRE BEACH.
21-09-12,00:00,,,Turtle,Green sea turtle,,ALIVE,"AVILA BEACH, DIABLO CANYON POWER PLANT, 9 MI NW AVILA BEACH. 1-2 FOREBAY BAR RACK OF THE PLANT INTAKE STRUCTURE.",CALIFORNIA,,,,,,,,,,,,,,Original CCL on form was 19 in. Original Weight on form was 18 lbs. A LEPAS BARNACLE WAS ATTACHED TO RIGHT EDGE OF SHELL 1/3 OF THE LENGTH BACK FROM THE FRONT OF THE SHELL; TURTLE APPEARED STRONG AND HEALTHY; NO ABRASIONS; NO INDICATIONS OF ANY INJURY; RE
01-11-12,00:00,,,Turtle,Green sea turtle,,ALIVE,"SAN ONOFRE, SAN ONOFRE NUCLEAR GENERATING STATION UNIT 2 ",CALIFORNIA,,,,,,,,,,,,,,Original Weight on form was 100 lbs. TURTLE SUCCESSFULLY RETURNED TO OCEAN FROM SAN ONOFRE BEACH.
04-11-12,00:00,,,Turtle,Green sea turtle,,Fresh Dead,"Turtle stranded on beach below 1700 Neptune Ave.  Lifeguards transported it to the lifeguard station at Moonlight Beach.
Robert Veria was the lifeguard I spoke with.  His number is (760) 944-3398, his e-mail is rveria@encinitasca.gov",CALIFORNIA,,,,,,,,,,,,,,Original CCL on form was 24.75 in.
22-11-12,00:00,,,Turtle,Green sea turtle,,ALIVE,"SAN ONOFRE, SAN ONOFRE NUCLEAR GENERATING STATION UNIT 2 ",CALIFORNIA,,,,,,,,,,,,,,Original Weight on form was 70 lbs. TURTLE SUCCESSFULLY RETURNED TO OCEAN FROM SAN ONOFRE BEACH.
17-12-12,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Alive,,"Seaside, OR",0,0,-123.928,46.01,no data,0,0,0,no data,no data,no data,no data,,
17-12-12,00:00,Jim Rice,,Turtle,Green Sea Turtle,,Live,,"Seaside, OR",,,,,,,,,,,,,,"Field #: HMSC12-12-17-Cm Transferred to OCA, died upon arrival."
17-12-12,00:00,no data,no data,Turtle,green sea turtle,no data,Alive,Seaside,,0,0,-123.931879,45.997871,no data,0,0,0,Unknown,no data,no data,no data,,
17-12-12,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live,"Seaside, OR",,0,0,0,0,no data,0,0,0,Unknown,no data,no data,no data,,"Field #: HMSC12-12-17-Cm Transferred to OCA, died upon arrival. Source: Jim Rice"
24-12-12,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Dead,,"Neskowin, OR",0,0,-123.974,45.152,estimate,0,0,0,no data,no data,no data,no data,,
24-12-12,00:00,Jim Rice,,Turtle,Green Sea Turtle,,Dead,,"Neskowin, OR",,,,,,,,,,,,,,Field #: HMSC12-12-24-Cm Fresh Dead Access to photo in a Google+ Album
24-12-12,00:00,no data,no data,Turtle,green sea turtle,no data,Fresh Dead,Neskowin,,0,0,-123.97403,45.152071,no data,0,0,0,Unknown,no data,no data,no data,,
24-12-12,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Dead,"Neskowin, OR",,0,0,0,0,no data,0,0,0,Unknown,no data,no data,no data,,Field #: HMSC12-12-24-Cm. Fresh Dead. Access to photo in a Google+ Album. Source: Jim Rice
06-05-13,00:00,,,Turtle,Green sea turtle,,Alive,San Onofre Nuclear Generating Station Unit 3,CALIFORNIA,,,,,,,,,,,,,,Original Weight on form was 80 lbs.
14-07-13,00:00,,,Turtle,Green sea turtle,,FRESH DEAD,"LONG BEACH, FLOATING IN CENTER OF THE CHANNEL AT THE MOUTH OF ALAMITOS BAY, JUST A FEW FEET INSIDE THE JETTY",CALIFORNIA,,,,,,,,,,,,,,
05-09-13,00:00,,,Turtle,Green sea turtle,,Moderate Decomposition,"HUNTINGTON BEACH, SURF IN FRONT OF FIRST STREET",CALIFORNIA,,,,,,,,,,,,,,
18-12-13,00:00,,,Turtle,Green sea turtle,,Moderate Decomposition,"Coronado, Near 1st & Alameda, just south of coroned off navy area
Presumed to be the same turtle that was reported on 12/18/2013 based on proximity and injury description.  See additional info in the Sightings database",CALIFORNIA,,,,,,,,,,,,,,
13-03-14,00:00,,,Turtle,Green sea turtle,,Dried Mummified/Skeleton,NW corner of D St fill Sweetwater Marsh Unit SD Bay NWR,CALIFORNIA,,,,,,,,,,,,,,
05-04-14,00:00,,,Turtle,Green sea turtle,,Alive,Reeled up on sandbar near San Gabriel River mouth across from jetty near Khoury's Restaurant - south of the bridge,CALIFORNIA,,,,,,,,,,,,,,
12-05-14,00:00,Jim Rice,,Turtle,Green Sea Turtle,,Dead,,"Langlois, OR",,,-124.49768 W,42.91960 N,,,,,,,,,,Field #: HMSC14-05-12-Cm Buried on site Access to photo in a Google+ Album
12-05-14,00:00,no data,no data,Turtle,green sea turtle,no data,Moderate Decomposition,Langlois,,0,0,-124.49768,42.9196,no data,0,0,0,Unknown,no data,no data,no data,,
12-05-14,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Dead,"Langlois, OR",,0,0,0,0,no data,0,0,0,Unknown,no data,no data,no data,,Field #: HMSC14-05-12-Cm . Buried on site. Access to photo in a Google+ Album. Source: Jim Rice
04-06-14,00:00,,,Turtle,Green sea turtle,,Moderate Decomposition,Oceanside pier. 200 yards south of beach-side street,CALIFORNIA,,,,,,,,,,,,,,
18-07-14,00:00,,,Turtle,Green sea turtle,,Fresh Dead,"City of Trinidad, Indian Beach",CALIFORNIA,,,,,,,,,,,,,,
01-08-14,00:00,,,Turtle,Green sea turtle,,Moderate Decomposition,Somewhere on Seal Beach,CALIFORNIA,,,,,,,,,,,,,,
10-08-14,00:00,,,Turtle,Green sea turtle,,Moderate Decomposition,,CALIFORNIA,,,,,,,,,,,,,,
13-08-14,00:00,Jim Rice,,Turtle,Green Sea Turtle,,Alive,,"Florence, OR",,,,,,,,,,,,,,Field #: HMSC14-08-13-Cm Access to a Google+ Album
13-08-14,00:00,no data,no data,Turtle,green sea turtle,no data,Alive,Florence,,0,0,-124.142988,43.967523,no data,0,0,0,Unknown,no data,no data,no data,,
13-08-14,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Live,"Florence, OR",,0,0,0,0,no data,0,0,0,Unknown,no data,no data,no data,,Field #: HMSC14-08-13-Cm. Access to a Google+ Album. Source: Jim Rice 
30-08-14,00:00,,,Turtle,Green sea turtle,,Moderate Decomposition,"Agua hedionda Lagoon.  Thurtle was taken to beach near 4756 Bayshore Dr,. Carlsbad, CA.  Turtle had been seen floating dead for approx 1 week before beached.  Although reports of a live turtle within the last week",CALIFORNIA,,,,,,,,,,,,,,
22-09-14,00:00,,,Turtle,Green sea turtle,,Alive,9 miles NW of Avila Beach,CALIFORNIA,,,,,,,,,,,,,,
24-09-14,00:00,,,Turtle,Green sea turtle,,Advanced Decomposition,Hermosa Beach,CALIFORNIA,,,,,,,,,,,,,,
11-10-14,00:00,,,Turtle,Green sea turtle,,Fresh Dead,"Intake area of South Bay Power Plant, inside of the skimmers",CALIFORNIA,,,,,,,,,,,,,,
23-10-14,00:00,,,Turtle,Green sea turtle,,Advanced Decomposition,"Emma Wood State Beach, On beach, north of the Ventura River mouth",CALIFORNIA,,,,,,,,,,,,,,
18-12-14,00:00,,,Turtle,Green sea turtle,,Advanced Decomposition,"""Lima"" Pier, near Port Ops station, North Island Navy Base",CALIFORNIA,,,,,,,,,,,,,,
21-01-15,00:00,,,Turtle,Green sea turtle,,Moderate Decomposition,North San Diego Bay,CALIFORNIA,,,,,,,,,,,,,,"Two cracks; one on left, one on right. Right crack extends into body cavity; internal organs visible. Skin peeling; scutes peeling."
07-02-15,00:00,,,Turtle,Green sea turtle,,Alive,San Gabriel River near Haynes Plant Outfall #2,CALIFORNIA,,,,,,,,,,,,,,"Missing left rear flipper (old injury, not associated with this entanglemnt); Front left and right flippers wrapped in monofilament. Only minor abrasion marks on flippers. About 10minutes after bringin to shore and cutting the line free, turtle was in cal"
05-03-15,00:00,,,Turtle,Green sea turtle,,Moderate Decomposition,SD Bay side of Silver Strand within the plover/tern conservation area. Approximately 0.5 mile north of Fiddler's Cove,CALIFORNIA,,,,,,,,,,,,,,"Carapace cracked along the dorsal ridge, ~44 cm long.  Left quarter of the plastrone missing. Organs exposed through dorsal and ventral cracks."
07-07-15,00:00,,,Turtle,Green sea turtle,,Alive,Ventura Harbor Southwest Side,CALIFORNIA,,,,,,,,,,,,,,
08-07-15,00:00,,,Turtle,Green sea turtle,,Alive,Huntington Beach Generating Station,CALIFORNIA,,,,,,,,,,,,,,"Scrape on shell, algae noticed on shell"
09-09-15,00:00,,,Turtle,Green sea turtle,,Fresh Dead,"Agua Hedionda Lagoon, floating near buoys in jet ski area on northern end of lagoon in front of CA watersports",CALIFORNIA,,,,,,,,,,,,,,
12-09-15,00:00,,,Turtle,Green sea turtle,,Moderate Decomposition,Marshall Beach - In tideline,CALIFORNIA,,,,,,,,,,,,,,
15-10-15,00:00,,,Turtle,Green sea turtle,,Moderate Decomposition,Tower 24 at Bolsa Chica State Beach,CALIFORNIA,,,,,,,,,,,,,,
03-11-15,00:00,,,Turtle,Green sea turtle,,Fresh Dead,200 yards east of San Gabriel River near surf,CALIFORNIA,,,,,,,,,,,,,,
15-12-15,00:00,,,Turtle,Green sea turtle,,Advanced Decomposition,National City Marine Terminal (Port of San Diego),CALIFORNIA,,,,,,,,,,,,,,"Large crack in carapace (possible prop wound), a bit of intestine protruding out of crack. Cloaca prolapsed. Eyes missing. Carapace sloughing, some skin sloughing on flippers, head and neck. Small scalloping on edges. Plastron creamy in color.  All measur"
11-01-16,00:00,,,Turtle,Green sea turtle,,Advanced Decomposition,"West of ""seaplane ramp"" on North Island Naval Base",CALIFORNIA,,,,,,,,,,,,,,
03-02-16,00:00,,,Turtle,Green sea turtle,,Fresh Dead,"on beach where lagoon meets the ocean, washed up just south Oceanside Harbor jetty",CALIFORNIA,,,,,,,,,,,,,,
10-02-16,00:00,,,Turtle,Green sea turtle,,Fresh Dead,"Coronado Cays, Silver Strand",CALIFORNIA,,,,,,,,,,,,,,
15-03-16,00:00,no data,no data,Turtle,green sea turtle,no data,Fresh Dead,Bandon,,0,0,-124.43525,43.08484,no data,0,0,0,Unknown,no data,no data,no data,,
15-03-16,00:00,no data,no data,Turtle,Green Sea Turtle,no data,Dead,"Bandon, OR",,0,0,0,0,no data,0,0,0,Unknown,no data,no data,no data,,"031516CmST-Responded to by Oregon Parks Beach Ranger, South Coast District."
03-08-16,00:00,,,Turtle,Green sea turtle,,Dried Mummified / Skeleton,"Chula Vista WR, ~500 m west of osprey nest, north side of road along estuary high tide line",CALIFORNIA,,,,,,,,,,,,,,
03-12-17,00:00,no data,no data,Turtle,green sea turtle,no data,Alive,Warrenton,,0,0,-123.99912,46.23396,no data,0,0,0,Unknown,no data,no data,no data,,
28-01-20,00:00,,,Turtle,Green sea turtle,,,,ALASKA,,,,,,,,,,,,,,
29-01-13,00:00,,,Turtle,Hawksbill,,Moderate Decomposition,South of Coronado bridge   South of 3rd hole of golf course,CALIFORNIA,,,,,,,,,,,,,,Original Length on form was 95.5 CM.  
01-03-06,00:00,no data,no data,Squid,Humboldt Squid,no data,no data,,,0,0,0,0,no data,0,0,0,no data,no data,no data,no data,,
30-08-06,00:00,no data,no data,Squid,Humboldt Squid,no data,no data,,,0,0,0,0,no data,0,0,0,no data,no data,no data,no data,,
03-09-09,00:00,no data,no data,Squid,Humboldt Squid,no data,no data,,,0,0,0,0,no data,61,0,0,no data,no data,no data,no data,,
17-09-09,00:00,no data,no data,Squid,Humboldt Squid,no data,no data,,,0,0,0,0,no data,0,0,0,no data,no data,no data,no data,,
24-09-09,00:00,no data,no data,Squid,Humboldt Squid,no data,no data,,Yachats,0,0,-124.115,44.195,estimate,0,0,0,no data,no data,no data,no data,,
08-12-09,00:00,no data,no data,Squid,Humboldt Squid,no data,no data,,,0,0,0,0,no data,0,0,0,no data,no data,no data,no data,,
13-12-09,00:00,no data,no data,Squid,Humboldt Squid,no data,no data,Nye beach,,0,0,0,0,no data,0,0,0,no data,no data,no data,no data,,
31-08-10,00:00,no data,no data,Squid,Humboldt Squid,no data,no data,,,0,0,0,0,no data,0,0,0,no data,no data,no data,no data,,
20-08-12,00:00,no data,no data,Squid,Humboldt Squid,no data,no data,,,0,0,0,0,no data,0,0,0,no data,no data,no data,no data,,
01-08-63,00:00,,,Turtle,Leatherback,,ALIVE,STEPHENS PASSAGE,ALASKA,,,,,,,,,,,,,,SIGHTING
01-09-63,00:00,,,Turtle,Leatherback,,,COPPER RIVER FLATS,ALASKA,,,,,,,,,,,,,,NETTED & KILLED
01-07-78,00:00,,,Turtle,Leatherback,,ALIVE,EATON POINT,ALASKA,,,,,,,,,,,,,,NETTED & RELEASED
01-08-78,00:00,,,Turtle,Leatherback,,ALIVE,GRAVINA ISLAND,ALASKA,,,,,,,,,,,,,,SIGHTING
01-08-78,00:00,,,Turtle,Leatherback,,ALIVE,CRAIG,ALASKA,,,,,,,,,,,,,,NETTED & RELEASED
01-08-78,00:00,,,Turtle,Leatherback,,,CRAIG,ALASKA,,,,,,,,,,,,,,NETTED & KILLED
01-08-78,00:00,,,Turtle,Leatherback,,ALIVE,MYER'S CHUCK,ALASKA,,,,,,,,,,,,,,SIGHTING
01-08-79,00:00,,,Turtle,Leatherback,,,METLAKATLA,ALASKA,,,,,,,,,,,,,,NETTED & KILLED
01-08-79,00:00,,,Turtle,Leatherback,,ALIVE,UNION BAY,ALASKA,,,,,,,,,,,,,,NETTED & RELEASED
07-10-82,00:00,,,Turtle,Leatherback,,Moderate Decomposition,"MALIBU, PACIFIC COAST HWY AT LATIGO SHORE DRIVE",CALIFORNIA,,,,,,,,,,,,,,
01-03-83,00:00,,,Turtle,Leatherback,,,PERRYVILLE,ALASKA,,,,,,,,,,,,,,CARCASS
01-07-83,00:00,,,Turtle,Leatherback,,ALIVE,YAKUTAT,ALASKA,,,,,,,,,,,,,,SIGHTING
27-07-83,00:00,,,Turtle,Leatherback,,FRESH DEAD,"RINCON PARKWAY, 1 MILE EAST OF EMMA WOOD STATE BEA",CALIFORNIA,,,,,,,,,,,,,,"Original Weight on form was 692 lbs. PHOTOS TAKEN; COMPLETE SKELETON, STOMACH CONTENTS & ENDOPARASITES TO SANTA BARBARA MUSEUM OF NATURAL HISTORY..  Contact: PAUL COLLINS, SANTA BARBARA MUSEUM OF NATURAL HISTORY, SANTA BARBARA"
01-08-83,00:00,,,Turtle,Leatherback,,ALIVE,CAPE CROSS,ALASKA,,,,,,,,,,,,,,SIGHTING
01-08-83,00:00,,,Turtle,Leatherback,,ALIVE,"DEER HARBOR, YAKOBI ISLAND",ALASKA,,,,,,,,,,,,,,SIGHTING - 2 INDIVIDUALS
01-08-83,00:00,,,Turtle,Leatherback,,ALIVE,GLACIER BAY ENTRANCE,ALASKA,,,,,,,,,,,,,,SIGHTING
01-08-83,00:00,,,Turtle,Leatherback,,ALIVE,NOYES ISLAND VINCINITY,ALASKA,,,,,,,,,,,,,,SIGHTING
01-08-84,00:00,,,Turtle,Leatherback,,ALIVE,CAPE ADDINGTON,ALASKA,,,,,,,,,,,,,,SIGHTING
08-08-85,00:00,,,Turtle,Leatherback,,Moderate Decomposition,"STUMP BEACH, MILLER GULCH NORTH OF SALT POINT PARK",CALIFORNIA,,,,,,,,,,,,,,"Original Weight on form was 550 lbs. PART OF FLIPPER GONE; PROBABLY FED ON BY SHARK; FLOATING DEAD IN KELP 8 & 9 AUGUST; BROUGHT TO SHORE BY DIVER 10 AUGUST; FLOATED BACK TO SEA.  Contact: A WOOD, CALIFORNIA DEPARTMENT OF PARKS & RECREATION"
08-09-85,00:00,,,Turtle,Leatherback,,FRESH DEAD,"PISMO BEACH, PISMO COAST VILLAGE RESORT, 300 METERS SOUTH OF PISMO BEACH PIER STREET ENTRANCE",CALIFORNIA,,,,,,,,,,,,,,"SNOUT-VENT LENGTH 1.978 METERS; GIRTH 1.460 METERS, SKELETON & CARAPACE TO ALLAN HANCOCK COLLEGE (DOC-4096-F/SWR) .  Contact: MICHAEL BONDELLO, ALLAN HANCOCK COLLEGE, SANTA MARIA"
22-10-85,00:00,,,Turtle,Leatherback,,ADVANCED DECOMPOSITION,ABOUT 1 KILOMETER SOUTH OF SAN CARPOFORO,CALIFORNIA,,,,,,,,,,,,,,"Original Length on form was 145 CM.  DRIFT GILLNET FLEET OPERATING IN AREA WATERS AT THIS TIME.  Contact: RON JAMESON, US FISH & WILDLIFE SERVICE, PIEDRAS BLANCAS"
06-11-85,00:00,,,Turtle,Leatherback,,ADVANCED DECOMPOSITION,"BIG SUR, JUST NORTH OF GRIMES POINT",CALIFORNIA,,,,,,,,,,,,,,"TAKEN FROM USF AND WS CORRESPONDENCE.  Contact: BRIAN HATFIELD, U.S. FISH & WILDLIFE SERVICE, MONTEREY"
08-12-85,00:00,,,Turtle,Leatherback,,ADVANCED DECOMPOSITION,"MORRO BAY, MORRO BAY SAND SPIT",CALIFORNIA,,,,,,,,,,,,,,"Contact: MARLIN HARMS, POINT REYES BIRD OBSERVATORY, MORRO BAY"
28-05-86,00:00,,,Turtle,Leatherback,,FRESH DEAD,"MALIBU, EL MATADOR STATE BEACH",CALIFORNIA,,,,,,,,,,,,,,"PHOTOS TAKEN; SKULL; CAUDAL VERTEBRAE; CERVICAL VERTEBRAE & FLIPPERS TO EARTH SCIENCES DEPARTMENT, SAN BERNARDINO COUNTY MUSEUM (DOC-4113-F/SWR), CARAPACE TAKEN BY UNKNOWN PARTY ON 05/30/86.  Contact: SHERIDAN STONE, NMFS/SWR, TERMINAL ISLAND"
01-07-86,00:00,,,Turtle,Leatherback,,ADVANCED DECOMPOSITION,"SOLANA BEACH, SEASCAPE NEAR ROCKPILE",CALIFORNIA,,,,,,,,,,,,,,"Original Length on form was 113.8 CM.  CARCASS TAKEN TO LANDFILL, PHOTOS TAKEN; LOWER MANDIBLE TO NMFS/SWFC.  Contact: HANNAH BERNARD, ROBERT PITTMAN, NMFS/SWFC, LA JOLLA"
16-09-86,00:00,,,Turtle,Leatherback,,FRESH DEAD,"HUNTINGTON BEACH, BOLSA CHICA STATE BEACH, IN FRONT OF LIFEGUARD HEADQUARTERS",CALIFORNIA,,,,,,,,,,,,,,"Original Weight on form was 350 lbs. PHOTOS TAKEN; CARCASS TO LOS ANGELES COUNTY MUSEUM OF NATURAL HISTORY.  Contact: LISA FLOURNOY, TED BENNET, ORANGE COAST COLLEGE, COSTA MESA"
31-10-86,00:00,,,Turtle,Leatherback,,ADVANCED DECOMPOSITION,GAZOS CREEK,CALIFORNIA,,,,,,,,,,,,,,"Original Length on form was 167.64 CM.  NO HEAD; TOTAL LENGTH TO LAST NECK VERTEBRA APPROXIMATELY 66 INCHES.  Contact: RAYMOND BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO"
14-05-88,00:00,,,Turtle,Leatherback,,Moderate Decomposition,"SANTA ROSA ISLAND, SANTA ROSA ISLAND",CALIFORNIA,,,,,,,,,,,,,,Original Weight on form was 700 lbs.
18-05-88,00:00,,,Turtle,Leatherback,,ALIVE,"MORRO BAY, OFFSHORE IN ESTERO BAY, NORTHWEST OF MORRO BAY",CALIFORNIA,,,,,,,,,,,,,,"ANIMAL FOUND WITH BUOY LINE WRAPPED AROUND LEFT FRONT FLIPPER; ANIMAL RELEASED FROM BUOY LINE, SWAM AWAY IN GOOD CONDITION"
